area;ciudad;zona;sector;panelm;vivienda;hogar;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;plan_muestreo;fexp
1;10150;045;007;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;170,740322061471
1;10150;045;007;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;170,740322061471
1;10150;045;007;232;1;1;3;3;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;170,740322061471
1;10150;045;007;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;3;3;1012;170,740322061471
1;10150;045;007;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;170,740322061471
1;10150;045;007;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;170,740322061471
1;10150;045;007;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;170,740322061471
1;10150;045;007;242;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;170,740322061471
1;10150;046;002;172;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1012;80,9932042264023
1;10150;046;002;172;3;1;2;2;2;1;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1012;80,9932042264023
1;10150;046;002;172;4;1;2;2;2;2;3;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;1012;80,9932042264023
1;10150;046;002;182;1;1;3;3;3;3;3;1;3;1;2;2;3;2;2;2;1;1;2;2;2;3;2;3;2;1012;80,9932042264023
1;10150;046;002;182;2;1;2;2;2;2;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;80,9932042264023
1;10150;046;002;182;3;1;1;1;1;2;2;1;2;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1012;80,9932042264023
1;10150;046;002;232;1;1;2;3;2;3;2;2;3;3;2;3;3;3;3;3;3;2;2;2;2;3;3;3;3;1012;80,9932042264023
1;10150;046;002;232;2;1;1;1;2;2;3;1;3;2;1;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1012;80,9932042264023
1;10150;046;002;232;3;1;3;3;2;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;3;2;1012;80,9932042264023
1;10150;046;002;242;1;1;2;2;2;2;2;1;3;2;1;1;3;3;2;2;3;2;2;2;2;2;1;3;2;1012;80,9932042264023
1;10150;046;002;242;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;3;2;3;3;1012;80,9932042264023
1;10150;046;002;242;3;1;2;2;2;2;3;2;3;2;2;2;1;2;3;3;3;3;2;2;2;2;1;2;2;1012;80,9932042264023
1;10150;046;004;172;1;1;3;2;1;3;2;3;1;2;1;3;2;2;2;2;1;2;2;2;2;2;3;3;3;1012;81,8247416265383
1;10150;046;004;172;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;2;2;2;2;2;3;1;3;3;1012;81,8247416265383
1;10150;046;004;172;3;1;2;2;2;2;3;1;2;1;1;2;3;3;3;3;3;2;2;2;2;2;1;2;1;1012;81,8247416265383
1;10150;046;004;182;1;1;3;3;3;3;3;2;3;3;3;2;2;2;1;3;3;3;2;2;2;2;2;2;2;1012;81,8247416265383
1;10150;046;004;182;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;3;1;1012;81,8247416265383
1;10150;046;004;182;3;1;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;81,8247416265383
1;10150;046;004;232;1;1;3;2;2;2;2;1;2;1;2;2;1;1;2;1;2;2;2;1;1;2;1;3;2;1012;81,8247416265383
1;10150;046;004;232;2;1;1;2;2;2;3;1;3;2;1;2;3;3;3;3;2;2;2;2;2;2;2;3;3;1012;81,8247416265383
1;10150;046;004;232;3;1;2;2;2;2;3;1;3;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1012;81,8247416265383
1;10150;046;004;242;1;1;1;2;3;2;3;1;2;1;1;2;2;1;2;1;2;1;1;2;1;1;1;2;2;1012;81,8247416265383
1;10150;046;004;242;2;1;2;1;2;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;1012;81,8247416265383
1;10150;046;004;242;3;1;1;2;1;2;2;1;2;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1012;81,8247416265383
1;10150;046;008;172;1;1;1;2;2;1;2;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;3;1;1012;83,5602118868468
1;10150;046;008;172;2;1;3;1;2;2;3;2;3;2;2;2;1;2;1;1;2;2;2;2;2;3;2;3;1;1012;83,5602118868468
1;10150;046;008;172;3;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;3;3;1012;83,5602118868468
1;10150;046;008;182;1;1;1;2;2;1;3;2;2;1;2;2;1;2;2;2;2;3;2;2;2;2;2;3;1;1012;83,5602118868468
1;10150;046;008;182;2;1;1;2;2;2;2;1;2;1;1;1;1;1;1;2;2;2;2;2;2;3;2;1;2;1012;83,5602118868468
1;10150;046;008;182;3;1;2;1;1;2;2;1;2;1;1;1;1;1;1;2;2;2;2;2;2;3;1;3;1;1012;83,5602118868468
1;10150;046;008;232;1;1;3;2;2;2;3;2;3;1;1;2;2;2;2;2;3;3;2;2;1;3;2;3;2;1012;83,5602118868468
1;10150;046;008;232;2;1;2;1;2;2;2;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;3;1;1012;83,5602118868468
1;10150;046;008;232;3;1;2;1;3;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;3;2;1012;83,5602118868468
1;10150;046;008;242;1;1;2;1;2;1;2;1;2;1;1;1;3;1;2;3;2;2;2;2;2;1;3;1;2;1012;83,5602118868468
1;10150;046;008;242;2;1;2;2;2;2;2;1;3;1;1;2;1;1;2;1;2;2;2;2;2;3;1;3;2;1012;83,5602118868468
1;10150;046;008;242;3;1;3;2;3;3;3;2;3;3;3;3;3;3;2;3;2;3;2;2;2;2;1;3;3;1012;83,5602118868468
1;10150;046;009;172;1;1;3;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;78,505216582141
1;10150;046;009;172;2;1;3;2;2;2;3;3;2;3;2;2;2;3;2;2;3;2;2;2;2;2;2;3;2;1012;78,505216582141
1;10150;046;009;172;3;1;2;1;2;1;2;2;3;2;2;1;2;3;2;2;2;2;2;2;2;2;1;3;2;1012;78,505216582141
1;10150;046;009;182;1;1;2;1;2;1;2;3;2;2;1;2;3;2;2;2;2;2;2;2;2;2;1;2;1;1012;78,505216582141
1;10150;046;009;182;2;1;2;1;2;2;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;1;3;2;1012;78,505216582141
1;10150;046;009;182;3;1;3;2;2;3;3;2;3;2;2;3;3;2;3;3;2;2;2;2;2;2;2;2;1;1012;78,505216582141
1;10150;046;009;232;1;1;3;2;2;2;2;2;2;2;2;1;9;3;2;2;3;3;2;2;2;2;1;2;2;1012;78,505216582141
1;10150;046;009;232;4;1;3;1;2;2;2;2;2;2;1;2;3;3;3;2;2;2;2;2;2;2;2;2;2;1012;78,505216582141
1;10150;046;009;242;1;1;2;1;2;1;2;2;2;1;1;2;2;2;3;3;2;2;2;2;2;2;1;2;2;1012;78,505216582141
1;10150;046;009;242;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1012;78,505216582141
1;10150;046;009;242;3;1;2;1;2;1;2;2;2;2;1;2;3;2;3;2;2;2;2;2;2;3;2;2;1;1012;78,505216582141
1;10150;048;005;172;1;1;2;1;2;2;3;2;3;2;1;2;3;3;3;2;2;2;2;2;2;2;1;2;1;1012;241,124765807206
1;10150;048;005;172;2;1;3;1;2;2;3;2;2;2;1;2;2;2;2;1;2;2;2;2;2;3;2;3;2;1012;241,124765807206
1;10150;048;005;172;3;1;2;1;2;1;2;2;2;3;1;2;3;2;3;2;2;2;2;2;2;3;2;3;2;1012;241,124765807206
1;10150;048;005;182;1;1;2;1;2;1;2;3;2;2;1;2;3;2;2;2;2;2;2;2;2;3;2;2;2;1012;241,124765807206
1;10150;048;005;182;2;1;2;1;2;2;3;2;3;2;1;2;3;3;1;1;2;2;2;2;2;3;2;2;2;1012;241,124765807206
1;10150;048;005;182;4;1;2;2;2;2;2;2;2;2;1;2;3;2;2;2;2;3;2;2;2;2;1;2;1;1012;241,124765807206
1;10150;048;005;232;1;1;2;2;3;2;2;2;2;1;1;2;3;2;3;3;2;3;2;2;2;2;3;2;3;1012;241,124765807206
1;10150;048;005;232;2;1;2;2;2;1;2;3;2;2;1;2;2;2;3;2;3;2;2;2;2;2;1;2;3;1012;241,124765807206
1;10150;048;005;242;1;1;2;1;2;3;2;3;2;2;1;2;2;2;3;3;2;2;2;2;2;2;3;2;2;1012;241,124765807206
1;10150;048;005;242;2;1;3;2;2;2;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;3;1012;241,124765807206
1;10150;048;005;242;3;1;3;2;2;2;2;2;2;2;1;2;2;2;3;2;2;3;2;2;2;2;3;2;2;1012;241,124765807206
1;10150;048;007;172;1;1;2;1;2;3;2;3;2;2;1;2;2;2;3;2;2;3;2;2;2;2;3;2;2;1013;235,247333033155
1;10150;048;007;172;2;1;2;2;2;3;2;1;2;2;3;2;2;2;3;2;2;3;2;2;2;2;3;2;3;1013;235,247333033155
1;10150;048;007;172;3;1;2;1;3;2;2;2;2;2;2;1;2;2;3;2;2;3;2;2;2;3;2;2;2;1013;235,247333033155
1;10150;048;007;182;1;1;3;3;3;2;3;2;2;3;2;3;2;2;2;2;3;2;2;2;1;3;2;2;3;1013;235,247333033155
1;10150;048;007;182;2;1;3;2;3;2;2;2;3;2;1;2;2;3;2;2;2;3;2;2;2;3;2;3;2;1013;235,247333033155
1;10150;048;007;182;3;1;2;1;2;2;1;2;2;1;1;2;2;2;2;3;2;2;2;2;2;2;1;2;1;1013;235,247333033155
1;10150;048;007;232;1;1;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;3;2;2;2;2;3;3;2;1013;235,247333033155
1;10150;048;007;232;2;1;2;1;2;2;3;2;2;2;2;1;2;3;2;2;2;2;2;2;2;3;1;3;1;1013;235,247333033155
1;10150;048;007;232;3;1;3;2;3;3;2;2;2;2;3;2;2;3;2;2;2;3;2;2;2;3;2;3;2;1013;235,247333033155
1;10150;048;007;242;1;1;3;1;2;2;3;2;2;1;1;2;3;2;3;2;2;2;2;2;2;2;2;3;2;1013;235,247333033155
1;10150;048;007;242;2;1;2;2;2;2;2;2;2;1;1;2;2;2;3;2;2;2;2;2;2;2;1;3;2;1013;235,247333033155
1;10150;048;007;242;3;1;3;2;2;3;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1013;235,247333033155
1;10150;048;008;172;1;1;3;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1012;79,1517348481722
1;10150;048;008;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1012;79,1517348481722
1;10150;048;008;172;3;1;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;1012;79,1517348481722
1;10150;048;008;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;1;3;2;1012;79,1517348481722
1;10150;048;008;182;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;1012;79,1517348481722
1;10150;048;008;182;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1012;79,1517348481722
1;10150;048;008;232;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1012;79,1517348481722
1;10150;048;008;232;2;1;3;3;3;3;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;1012;79,1517348481722
1;10150;048;008;232;4;1;3;3;3;2;2;2;1;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;2;1012;79,1517348481722
1;10150;048;008;242;2;1;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;3;3;3;1012;79,1517348481722
1;10150;048;008;242;3;1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1012;79,1517348481722
1;10150;048;008;242;4;1;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;3;3;1012;79,1517348481722
1;10150;051;006;172;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1013;231,821791105535
1;10150;051;006;172;2;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1013;231,821791105535
1;10150;051;006;172;3;1;3;3;3;3;2;2;3;3;3;3;3;2;2;3;3;3;2;2;2;2;2;3;2;1013;231,821791105535
1;10150;051;006;182;1;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;1013;231,821791105535
1;10150;051;006;182;2;1;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1013;231,821791105535
1;10150;051;006;182;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;3;1013;231,821791105535
1;10150;051;006;232;1;1;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;2;3;2;3;3;1013;231,821791105535
1;10150;051;006;232;4;1;3;3;2;3;3;3;2;2;3;3;3;2;2;3;3;3;2;2;2;2;2;3;3;1013;231,821791105535
1;10150;051;006;242;1;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1013;231,821791105535
1;10150;051;006;242;2;1;3;2;2;2;2;2;3;3;3;3;3;3;2;3;2;2;2;2;2;2;2;3;3;1013;231,821791105535
1;10150;051;006;242;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1013;231,821791105535
1;10150;052;001;172;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;1012;83,1804232107571
1;10150;052;001;172;2;1;3;3;3;3;3;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;172;4;1;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;182;1;1;3;3;3;3;3;2;2;2;2;2;2;3;3;3;3;3;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;182;2;1;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;182;3;1;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;3;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;232;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;3;3;2;3;1012;83,1804232107571
1;10150;052;001;232;3;1;3;3;3;3;3;2;3;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;1012;83,1804232107571
1;10150;052;001;232;4;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;242;1;1;3;3;2;2;2;2;3;3;3;2;3;3;3;3;2;3;2;2;2;3;3;3;3;1012;83,1804232107571
1;10150;052;001;242;2;1;2;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;3;3;1012;83,1804232107571
1;10150;052;001;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;1012;83,1804232107571
1;10150;053;002;172;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;172;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;182;1;1;2;2;2;2;2;2;2;2;2;2;3;3;2;3;3;3;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;182;2;1;2;3;2;3;2;1;2;1;2;2;3;3;2;3;3;3;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;182;3;1;2;2;2;2;2;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;1011;83,6658159117007
1;10150;053;002;232;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;3;3;2;2;2;2;1;2;2;1011;83,6658159117007
1;10150;053;002;232;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;232;3;1;2;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;2;3;3;1011;83,6658159117007
1;10150;053;002;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;83,6658159117007
1;10150;053;002;242;2;1;2;2;2;2;2;2;3;2;2;2;3;2;3;3;3;3;2;2;2;3;2;2;2;1011;83,6658159117007
1;10150;053;002;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;2;2;2;2;1;2;1;1011;83,6658159117007
1;10150;053;008;172;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;3;2;2;2;2;2;2;3;1012;83,3925393918734
1;10150;053;008;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;172;3;1;2;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1012;83,3925393918734
1;10150;053;008;182;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;182;3;1;2;2;2;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;232;1;1;2;2;2;3;2;2;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;232;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;232;3;1;2;2;2;2;3;1;3;1;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;242;1;1;2;2;2;2;3;1;3;1;2;2;3;2;3;3;3;2;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;242;2;1;2;1;2;2;3;1;2;2;2;2;3;2;3;2;3;3;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;053;008;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;83,3925393918734
1;10150;055;001;172;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;172;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1011;78,397644285423
1;10150;055;001;172;3;1;2;2;2;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;182;1;1;3;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;2;3;3;1011;78,397644285423
1;10150;055;001;182;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;232;1;1;2;1;2;2;3;2;3;2;1;2;2;3;3;2;3;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;232;2;1;2;3;2;2;2;1;2;1;1;2;3;3;3;3;3;3;2;2;2;2;2;2;3;1011;78,397644285423
1;10150;055;001;232;3;1;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;242;1;1;2;2;2;2;2;2;3;2;1;2;3;2;2;3;3;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;242;2;1;2;2;2;2;3;1;2;2;1;1;3;2;3;3;3;3;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;001;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;78,397644285423
1;10150;055;006;172;2;1;2;2;3;2;3;2;3;3;3;3;3;3;3;3;2;2;1;2;2;2;2;3;3;1011;83,1187930189138
1;10150;055;006;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1011;83,1187930189138
1;10150;055;006;172;4;1;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;2;2;2;2;2;1;1;1;1011;83,1187930189138
1;10150;055;006;182;1;1;2;2;1;2;3;2;3;2;1;1;2;2;2;2;3;3;2;2;2;2;3;3;2;1011;83,1187930189138
1;10150;055;006;182;2;1;2;2;1;1;3;2;3;2;1;2;3;2;3;2;3;3;2;2;2;2;3;2;2;1011;83,1187930189138
1;10150;055;006;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;1;1;1;1011;83,1187930189138
1;10150;055;006;232;2;1;2;3;1;2;3;2;2;2;1;1;2;3;3;3;3;3;2;2;2;3;2;3;2;1011;83,1187930189138
1;10150;055;006;232;3;1;2;2;2;2;3;2;3;2;1;1;3;3;2;2;3;3;2;2;2;3;3;3;3;1011;83,1187930189138
1;10150;055;006;232;4;1;2;2;2;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;3;2;2;1;1011;83,1187930189138
1;10150;055;006;242;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;3;3;2;2;2;2;1;1;3;1011;83,1187930189138
1;10150;055;006;242;3;1;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;2;2;3;1011;83,1187930189138
1;10150;055;006;242;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;83,1187930189138
1;10150;056;003;172;1;1;2;2;1;2;3;2;3;2;1;2;3;2;2;2;2;2;2;2;2;3;3;3;3;1011;81,1274840568227
1;10150;056;003;172;2;1;2;2;1;1;2;3;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;1011;81,1274840568227
1;10150;056;003;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;81,1274840568227
1;10150;056;003;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1011;81,1274840568227
1;10150;056;003;182;2;1;3;2;1;1;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;2;2;3;1011;81,1274840568227
1;10150;056;003;182;4;1;2;2;1;1;2;1;2;2;2;3;3;3;3;3;3;2;2;1;1;3;3;3;3;1011;81,1274840568227
1;10150;056;003;232;1;1;2;2;1;1;2;2;2;2;2;2;3;3;2;3;3;3;2;2;2;3;3;3;3;1011;81,1274840568227
1;10150;056;003;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1011;81,1274840568227
1;10150;056;003;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1011;81,1274840568227
1;10150;056;003;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1011;81,1274840568227
1;10150;056;003;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1011;81,1274840568227
1;10150;056;003;242;3;1;3;2;1;1;2;2;3;2;1;1;2;2;2;2;2;3;2;2;2;2;2;3;2;1011;81,1274840568227
1;10150;056;005;172;1;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;1;2;1;1012;79,7735587078616
1;10150;056;005;172;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;1012;79,7735587078616
1;10150;056;005;172;3;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;3;3;1012;79,7735587078616
1;10150;056;005;182;1;1;3;3;2;2;2;2;2;2;2;2;1;1;1;2;3;3;2;2;2;3;3;1;1;1012;79,7735587078616
1;10150;056;005;182;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;1;3;3;2;2;2;3;2;3;2;1012;79,7735587078616
1;10150;056;005;182;3;1;2;2;2;2;3;2;3;2;1;1;3;3;2;3;3;3;2;2;2;2;1;1;1;1012;79,7735587078616
1;10150;056;005;232;1;1;3;3;1;1;3;1;3;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;2;1012;79,7735587078616
1;10150;056;005;232;2;1;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;1;1;3;1012;79,7735587078616
1;10150;056;005;232;3;1;2;2;2;1;2;2;2;2;1;2;3;3;2;2;3;3;2;2;2;2;3;3;3;1012;79,7735587078616
1;10150;056;005;242;1;1;2;2;2;2;2;2;2;2;1;1;3;3;2;2;3;3;2;2;2;2;1;3;1;1012;79,7735587078616
1;10150;056;005;242;3;1;2;2;1;1;3;2;3;2;1;1;3;3;3;3;3;2;2;2;2;2;2;3;3;1012;79,7735587078616
1;10150;056;005;242;4;1;2;2;2;2;2;2;2;2;1;2;3;3;3;2;2;2;2;2;2;2;1;3;2;1012;79,7735587078616
1;10150;057;010;172;1;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;78,6582512780951
1;10150;057;010;172;2;1;3;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;3;1012;78,6582512780951
1;10150;057;010;172;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;78,6582512780951
1;10150;057;010;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1012;78,6582512780951
1;10150;057;010;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1012;78,6582512780951
1;10150;057;010;182;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1012;78,6582512780951
1;10150;057;010;232;1;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;78,6582512780951
1;10150;057;010;232;2;1;3;3;1;2;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1012;78,6582512780951
