area;ciudad;zona;sector;panelm;vivienda;hogar;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;plan_muestreo;fexp
2;150754;001;002;182;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;2;3;2;2151;29,2326953445885
2;150754;001;002;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;29,2326953445885
2;150754;001;002;232;1;1;2;1;2;2;2;2;2;2;3;3;1;1;1;1;2;1;2;2;2;2;1;1;1;2151;29,2326953445885
2;150754;001;002;232;2;1;2;3;1;1;2;2;2;2;2;2;3;2;2;1;2;2;2;2;2;2;1;3;1;2151;29,2326953445885
2;150754;001;002;232;3;1;2;2;2;1;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;1;1;1;1;2151;29,2326953445885
2;150754;001;002;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;29,2326953445885
2;150754;001;002;242;2;1;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2151;29,2326953445885
2;150754;001;002;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;29,2326953445885
2;150754;001;003;172;1;1;3;3;2;2;2;2;2;2;1;1;3;2;3;2;2;2;2;2;1;3;2;2;2;2151;60,0588705254207
2;150754;001;003;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;2;2;2;2;2;2;2151;60,0588705254207
2;150754;001;003;172;3;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;60,0588705254207
2;150754;001;003;182;1;1;2;3;2;2;2;2;2;2;2;2;1;3;1;3;2;2;2;2;1;2;2;2;2;2151;60,0588705254207
2;150754;001;003;182;2;1;2;2;2;2;2;2;3;3;2;2;2;2;2;3;3;3;2;2;2;3;3;2;2;2151;60,0588705254207
2;150754;001;003;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;2;2;2;2151;60,0588705254207
2;150754;001;003;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;60,0588705254207
2;150754;001;003;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;2;2;2;2;2;2;2151;60,0588705254207
2;150754;001;003;232;3;1;3;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;3;2151;60,0588705254207
2;150754;001;003;242;1;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;60,0588705254207
2;150754;001;003;242;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;2;2;2;3;3;2151;60,0588705254207
2;150754;001;003;242;4;1;1;1;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2151;60,0588705254207
2;150754;001;004;172;1;1;2;1;3;1;2;2;2;2;2;2;3;2;3;3;2;2;2;2;2;2;1;2;1;2151;55,5455948472886
2;150754;001;004;172;2;1;2;3;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;1;2;3;3;2;2151;55,5455948472886
2;150754;001;004;172;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2151;55,5455948472886
2;150754;001;004;182;1;1;3;2;3;3;3;3;3;2;1;1;3;2;3;2;3;2;2;2;1;2;2;3;2;2151;55,5455948472886
2;150754;001;004;182;2;1;2;2;3;3;3;1;2;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;3;2151;55,5455948472886
2;150754;001;004;182;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2151;55,5455948472886
2;150754;001;004;232;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2151;55,5455948472886
2;150754;001;004;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2151;55,5455948472886
2;150754;001;004;232;3;1;2;1;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;2151;55,5455948472886
2;150754;001;004;242;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2151;55,5455948472886
2;150754;001;004;242;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2151;55,5455948472886
2;150754;001;004;242;3;1;3;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2151;55,5455948472886
2;150950;909;001;172;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;172;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;182;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2151;236,024714886817
2;150950;909;001;182;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2151;236,024714886817
2;150950;909;001;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2151;236,024714886817
2;150950;909;001;242;4;1;1;2;2;2;2;2;2;3;2;3;2;3;2;2;3;2;2;2;2;2;2;2;2;2151;236,024714886817
1;160150;001;001;172;1;1;2;3;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;1161;53,6501623638488
1;160150;001;001;172;2;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1161;53,6501623638488
1;160150;001;001;172;3;1;2;1;2;2;3;2;2;2;2;2;3;3;2;1;2;2;2;2;2;2;1;2;2;1161;53,6501623638488
1;160150;001;001;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1161;53,6501623638488
1;160150;001;001;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1161;53,6501623638488
1;160150;001;001;182;3;1;3;3;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;3;3;1161;53,6501623638488
1;160150;001;001;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1161;53,6501623638488
1;160150;001;001;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;53,6501623638488
1;160150;001;001;232;4;1;2;2;1;1;3;1;3;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1161;53,6501623638488
1;160150;001;001;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1161;53,6501623638488
1;160150;001;001;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1161;53,6501623638488
1;160150;001;001;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;2;3;3;3;2;1161;53,6501623638488
1;160150;001;003;172;1;1;1;2;2;3;3;2;2;2;2;3;3;2;2;2;3;3;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;172;2;1;2;2;2;2;2;2;2;2;2;2;3;3;2;3;2;3;2;2;2;3;2;2;2;1161;53,766033611292
1;160150;001;003;172;3;1;2;2;2;2;3;3;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;182;1;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;182;3;1;2;2;2;2;2;2;3;2;2;2;3;3;3;2;3;3;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;182;4;1;2;2;2;2;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;2;2;2;1161;53,766033611292
1;160150;001;003;232;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;2;2;2;2;1;2;2;1161;53,766033611292
1;160150;001;003;232;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;232;3;1;2;2;2;2;2;2;2;2;2;3;3;2;3;3;3;2;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;242;1;1;2;1;1;2;2;2;2;2;2;2;3;3;3;2;3;2;2;2;2;2;2;2;2;1161;53,766033611292
1;160150;001;003;242;2;1;2;2;2;2;3;2;2;2;3;2;3;2;3;2;3;2;2;2;2;2;3;2;2;1161;53,766033611292
1;160150;001;003;242;3;1;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;2;2;2;2;2;2;3;3;1161;53,766033611292
1;160150;001;008;172;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1161;53,2273313966708
1;160150;001;008;172;2;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1161;53,2273313966708
1;160150;001;008;172;3;1;2;1;2;2;2;2;3;2;2;2;3;3;3;2;2;3;2;1;2;2;2;2;2;1161;53,2273313966708
1;160150;001;008;182;1;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;2;1;2;3;1161;53,2273313966708
1;160150;001;008;182;2;1;2;1;2;2;3;1;3;1;2;2;3;2;2;2;3;3;2;2;2;1;1;1;1;1161;53,2273313966708
1;160150;001;008;182;3;1;3;2;3;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;2;3;2;1161;53,2273313966708
1;160150;001;008;232;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;2;2;2;2;2;2;2;1161;53,2273313966708
1;160150;001;008;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;1;2;2;1161;53,2273313966708
1;160150;001;008;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;1161;53,2273313966708
1;160150;001;008;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;2;2;3;3;3;3;1161;53,2273313966708
1;160150;001;008;242;4;1;3;2;3;2;3;2;2;2;2;3;3;2;3;3;3;3;2;2;2;3;2;3;2;1161;53,2273313966708
1;160150;002;001;172;1;1;3;3;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;1;1;3;1;1161;52,1907880830589
1;160150;002;001;172;2;1;3;2;3;3;3;3;2;2;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;1161;52,1907880830589
1;160150;002;001;172;3;1;3;1;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;1;2;1;1161;52,1907880830589
1;160150;002;001;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;1;1;2;1;1161;52,1907880830589
1;160150;002;001;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;52,1907880830589
1;160150;002;001;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1161;52,1907880830589
1;160150;002;001;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1161;52,1907880830589
1;160150;002;001;232;2;1;1;1;2;3;2;3;2;2;1;1;3;3;2;2;3;3;2;2;2;2;1;2;3;1161;52,1907880830589
1;160150;002;001;232;3;1;3;1;3;1;2;2;2;2;3;3;2;2;2;3;3;3;2;2;2;2;1;3;1;1161;52,1907880830589
1;160150;002;001;242;1;1;2;2;2;2;2;2;2;2;2;2;3;3;2;3;3;2;2;2;2;2;1;2;1;1161;52,1907880830589
1;160150;002;001;242;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;1;2;1;1;1161;52,1907880830589
1;160150;002;001;242;3;1;2;3;2;2;2;2;2;2;1;1;3;3;3;3;2;2;2;2;2;2;1;2;1;1161;52,1907880830589
1;160150;003;001;172;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,5053044930962
1;160150;003;001;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,5053044930962
1;160150;003;001;172;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1161;54,5053044930962
1;160150;003;001;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1161;54,5053044930962
1;160150;003;001;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1161;54,5053044930962
1;160150;003;001;182;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1161;54,5053044930962
1;160150;003;001;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,5053044930962
1;160150;003;001;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,5053044930962
1;160150;003;001;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,5053044930962
1;160150;003;001;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1161;54,5053044930962
1;160150;003;001;242;2;1;3;3;1;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;3;2;3;2;1161;54,5053044930962
1;160150;003;001;242;3;1;3;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1161;54,5053044930962
1;160150;003;005;172;1;1;2;2;2;2;3;2;1;2;2;1;2;2;2;1;2;1;2;2;2;2;1;2;1;1161;52,9462817112349
1;160150;003;005;172;2;1;2;2;2;2;3;2;3;2;3;3;3;3;2;1;3;3;2;2;2;1;1;2;2;1161;52,9462817112349
1;160150;003;005;172;3;1;2;3;2;1;3;2;3;1;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;1161;52,9462817112349
1;160150;003;005;182;2;1;1;1;2;2;3;2;3;2;3;3;3;3;2;1;2;3;2;2;2;2;1;2;2;1161;52,9462817112349
1;160150;003;005;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1161;52,9462817112349
1;160150;003;005;182;4;1;2;2;3;1;3;2;3;2;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1161;52,9462817112349
1;160150;003;005;232;1;1;2;1;2;1;3;2;3;1;3;3;3;3;3;1;2;2;2;2;1;2;1;3;1;1161;52,9462817112349
1;160150;003;005;232;2;1;1;1;1;1;3;2;3;2;3;3;3;3;2;2;2;2;2;2;2;1;1;2;2;1161;52,9462817112349
1;160150;003;005;232;4;1;2;2;2;2;3;2;3;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;1161;52,9462817112349
1;160150;003;005;242;1;1;2;1;2;1;2;2;2;2;3;3;3;3;2;1;2;2;2;2;2;2;1;2;2;1161;52,9462817112349
1;160150;003;005;242;2;1;3;3;2;2;3;2;3;2;2;1;3;3;2;2;2;2;2;2;1;2;1;3;2;1161;52,9462817112349
1;160150;003;005;242;3;1;2;2;2;2;3;2;3;2;3;3;3;3;2;1;2;2;2;2;2;2;2;3;2;1161;52,9462817112349
1;160150;005;010;172;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,9889473579719
1;160150;005;010;172;2;1;2;2;1;2;3;2;3;2;2;2;2;2;3;3;2;2;2;2;2;3;2;3;3;1161;54,9889473579719
1;160150;005;010;172;3;1;2;3;2;2;3;2;3;2;2;2;3;3;2;3;3;3;2;2;2;2;1;3;1;1161;54,9889473579719
1;160150;005;010;182;1;1;2;3;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;3;1161;54,9889473579719
1;160150;005;010;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;54,9889473579719
1;160150;005;010;182;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;2;1161;54,9889473579719
1;160150;005;010;232;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1161;54,9889473579719
1;160150;005;010;232;4;1;3;3;1;1;3;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1161;54,9889473579719
1;160150;005;010;242;1;1;2;1;1;3;3;2;3;1;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;1161;54,9889473579719
1;160150;005;010;242;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1161;54,9889473579719
1;160150;005;010;242;3;1;1;1;2;2;3;2;3;2;3;3;3;3;2;3;3;3;2;2;2;3;2;3;3;1161;54,9889473579719
1;160150;006;004;172;1;1;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1162;54,0598402541325
1;160150;006;004;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;1162;54,0598402541325
1;160150;006;004;172;3;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1162;54,0598402541325
1;160150;006;004;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1162;54,0598402541325
1;160150;006;004;182;4;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;1;2;2;2;1162;54,0598402541325
1;160150;006;004;232;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1162;54,0598402541325
1;160150;006;004;232;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1162;54,0598402541325
1;160150;006;004;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1162;54,0598402541325
1;160150;006;004;242;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1162;54,0598402541325
1;160150;006;004;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1162;54,0598402541325
1;160150;006;004;242;3;1;2;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1162;54,0598402541325
1;160150;006;006;172;1;1;2;2;2;2;3;2;3;2;3;3;3;3;2;2;3;3;2;2;1;2;2;2;2;1161;56,3949525828417
1;160150;006;006;172;2;1;2;2;2;2;3;2;3;2;3;3;2;1;2;1;3;3;2;2;2;2;2;2;2;1161;56,3949525828417
1;160150;006;006;172;3;1;2;2;2;2;3;2;3;2;3;3;3;3;3;1;2;1;1;1;1;2;3;2;2;1161;56,3949525828417
1;160150;006;006;182;2;1;2;1;2;2;3;2;3;2;3;3;3;3;2;1;3;3;2;2;2;2;1;2;2;1161;56,3949525828417
1;160150;006;006;182;3;1;2;1;2;2;3;2;3;2;3;3;3;3;2;1;2;2;2;2;2;2;1;2;1;1161;56,3949525828417
1;160150;006;006;182;4;1;2;1;2;2;3;2;2;2;3;3;3;3;2;2;2;2;2;2;2;3;2;3;3;1161;56,3949525828417
1;160150;006;006;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1161;56,3949525828417
1;160150;006;006;232;2;1;2;1;2;1;3;2;3;1;3;3;3;3;2;2;3;3;2;2;2;1;1;2;1;1161;56,3949525828417
1;160150;006;006;232;3;1;2;1;2;1;3;2;3;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;1161;56,3949525828417
1;160150;006;006;242;1;1;1;1;1;1;3;1;3;1;3;3;3;3;2;2;2;2;2;2;2;2;1;2;2;1161;56,3949525828417
1;160150;006;006;242;2;1;2;2;2;2;3;1;3;1;3;3;3;3;3;2;2;2;2;2;2;2;3;2;3;1161;56,3949525828417
1;160150;006;006;242;3;1;2;2;2;2;3;2;3;2;2;3;2;3;2;1;3;3;2;2;2;2;2;2;2;1161;56,3949525828417
1;160150;006;007;172;1;1;3;1;3;2;3;1;2;2;1;1;3;2;3;3;2;2;2;2;1;2;1;2;2;1162;53,2188630113537
1;160150;006;007;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1162;53,2188630113537
1;160150;006;007;172;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1162;53,2188630113537
1;160150;006;007;182;1;1;2;2;2;1;2;2;2;1;2;3;2;2;1;1;2;3;2;2;2;3;3;2;3;1162;53,2188630113537
1;160150;006;007;182;3;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1162;53,2188630113537
1;160150;006;007;232;2;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;3;2;3;2;1162;53,2188630113537
1;160150;006;007;232;3;1;2;2;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1162;53,2188630113537
1;160150;006;007;232;4;1;2;1;2;2;2;2;2;2;1;1;3;3;2;2;2;2;2;2;2;2;2;1;1;1162;53,2188630113537
1;160150;006;007;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1162;53,2188630113537
1;160150;006;007;242;2;1;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;1162;53,2188630113537
1;160150;006;007;242;4;1;3;3;1;2;2;1;3;1;2;2;2;2;3;3;3;2;2;2;2;3;3;3;3;1162;53,2188630113537
1;160150;007;002;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1163;214,560611163126
1;160150;007;002;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1163;214,560611163126
1;160150;007;002;172;4;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1163;214,560611163126
1;160150;007;002;182;2;1;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1163;214,560611163126
1;160150;007;002;182;3;1;3;2;2;2;2;2;2;2;1;2;3;2;3;2;3;2;2;2;2;2;2;3;1;1163;214,560611163126
1;160150;007;002;182;4;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;3;2;2;2;2;3;2;3;3;1163;214,560611163126
1;160150;007;002;232;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1163;214,560611163126
1;160150;007;002;232;2;1;2;2;1;2;3;2;2;2;1;2;3;2;2;2;2;2;2;2;1;2;2;3;2;1163;214,560611163126
1;160150;007;002;232;3;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;3;2;1;2;1;1;1;3;1;1163;214,560611163126
1;160150;007;002;242;1;1;3;1;2;2;2;2;2;2;1;2;3;2;3;2;3;2;2;2;1;1;1;2;1;1163;214,560611163126
1;160150;007;002;242;2;1;1;3;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2;3;2;3;2;1163;214,560611163126
1;160150;008;004;172;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;3;3;1163;55,0565901907419
1;160150;008;004;172;2;1;2;2;2;2;2;2;2;2;1;1;3;3;2;2;2;2;2;2;2;3;2;3;2;1163;55,0565901907419
1;160150;008;004;172;3;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1163;55,0565901907419
1;160150;008;004;182;2;1;2;2;2;2;2;2;2;2;1;1;3;3;2;2;2;2;2;2;2;3;2;1;1;1163;55,0565901907419
1;160150;008;004;182;3;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;1163;55,0565901907419
1;160150;008;004;182;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1163;55,0565901907419
1;160150;008;004;232;1;1;1;2;2;2;2;2;2;2;1;1;3;3;3;3;2;2;2;2;2;3;1;3;1;1163;55,0565901907419
1;160150;008;004;232;3;1;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;2;2;2;3;3;3;3;1163;55,0565901907419
1;160150;008;004;232;4;1;2;2;2;2;2;2;3;3;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;1163;55,0565901907419
1;160150;008;004;242;1;1;3;2;1;1;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;1163;55,0565901907419
1;160150;008;004;242;2;1;3;1;3;2;3;2;2;2;3;2;3;3;3;3;3;3;2;2;2;2;1;3;1;1163;55,0565901907419
1;160150;008;004;242;3;1;3;2;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;1;1;3;1;3;1;1163;55,0565901907419
1;160150;008;008;172;1;1;3;2;3;3;2;2;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;2;1163;56,8891773626259
1;160150;008;008;172;2;1;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1163;56,8891773626259
1;160150;008;008;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1163;56,8891773626259
1;160150;008;008;182;1;1;2;1;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;1;2;1;1163;56,8891773626259
1;160150;008;008;182;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1163;56,8891773626259
1;160150;008;008;182;3;1;3;1;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;1;3;1;1163;56,8891773626259
1;160150;008;008;232;1;1;2;1;1;1;2;3;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;3;1;1163;56,8891773626259
1;160150;008;008;232;2;1;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;3;2;3;3;1163;56,8891773626259
1;160150;008;008;232;3;1;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;2;1;3;1;1163;56,8891773626259
1;160150;008;008;242;1;1;3;1;2;2;2;2;2;2;1;1;3;2;3;3;3;3;2;2;1;2;1;3;1;1163;56,8891773626259
